1.1.2018,,
National ID,BIC Code,Financial Institution Name
661,AABAFI22 ,BANK OF ALAND PLC
662,AABAFI22 ,BANK OF ALAND PLC
663,AABAFI22 ,BANK OF ALAND PLC
664,AABAFI22 ,BANK OF ALAND PLC
665,AABAFI22 ,BANK OF ALAND PLC
666,AABAFI22 ,BANK OF ALAND PLC
667,AABAFI22 ,BANK OF ALAND PLC
668,AABAFI22 ,BANK OF ALAND PLC
669,AABAFI22 ,BANK OF ALAND PLC
660,AABAFI22 ,BANK OF ALAND PLC
661,AABAFI22 ,BANK OF ALAND PLC
662,AABAFI22 ,BANK OF ALAND PLC
663,AABAFI22 ,BANK OF ALAND PLC
664,AABAFI22 ,BANK OF ALAND PLC
665,AABAFI22 ,BANK OF ALAND PLC
666,AABAFI22 ,BANK OF ALAND PLC
667,AABAFI22 ,BANK OF ALAND PLC
668,AABAFI22 ,BANK OF ALAND PLC
669,AABAFI22 ,BANK OF ALAND PLC
670,AABAFI22 ,BANK OF ALAND PLC
671,AABAFI22 ,BANK OF ALAND PLC
672,AABAFI22 ,BANK OF ALAND PLC
673,AABAFI22 ,BANK OF ALAND PLC
674,AABAFI22 ,BANK OF ALAND PLC
675,AABAFI22 ,BANK OF ALAND PLC
676,AABAFI22 ,BANK OF ALAND PLC
677,AABAFI22 ,BANK OF ALAND PLC
678,AABAFI22 ,BANK OF ALAND PLC
679,AABAFI22 ,BANK OF ALAND PLC
680,AABAFI22 ,BANK OF ALAND PLC
681,AABAFI22 ,BANK OF ALAND PLC
682,AABAFI22 ,BANK OF ALAND PLC
683,AABAFI22 ,BANK OF ALAND PLC
684,AABAFI22 ,BANK OF ALAND PLC
685,AABAFI22 ,BANK OF ALAND PLC
686,AABAFI22 ,BANK OF ALAND PLC
687,AABAFI22 ,BANK OF ALAND PLC
688,AABAFI22 ,BANK OF ALAND PLC
689,AABAFI22 ,BANK OF ALAND PLC
690,AABAFI22 ,BANK OF ALAND PLC
691,AABAFI22 ,BANK OF ALAND PLC
692,AABAFI22 ,BANK OF ALAND PLC
693,AABAFI22 ,BANK OF ALAND PLC
694,AABAFI22 ,BANK OF ALAND PLC
695,AABAFI22 ,BANK OF ALAND PLC
696,AABAFI22 ,BANK OF ALAND PLC
697,AABAFI22 ,BANK OF ALAND PLC
698,AABAFI22 ,BANK OF ALAND PLC
699,AABAFI22 ,BANK OF ALAND PLC
713,CITIFIHX,"CITIBANK INTERNATIONAL PLC, FINLAND BRANCH"
715,ITELFIHH,CENTRAL BANK OF SAVINGS BANKS FINLAND LTD
717,BIGKFIH1,BIGBANK AS FINLAND BRANCH
799,HOLVFIHH,HOLVI PAYMENT SERVICES LTD
800,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
801,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
802,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
803,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
804,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
805,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
806,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
807,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
808,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
809,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
810,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
811,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
812,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
813,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
814,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
815,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
816,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
817,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
818,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
819,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
820,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
821,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
822,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
823,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
824,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
825,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
826,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
827,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
828,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
829,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
830,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
831,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
832,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
833,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
834,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
835,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
836,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
837,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
838,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
839,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
840,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
841,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
842,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
843,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
844,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
845,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
846,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
847,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
848,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
849,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
850,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
851,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
852,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
853,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
854,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
855,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
856,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
857,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
858,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
859,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
860,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
861,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
862,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
863,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
864,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
865,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
866,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
867,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
868,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
869,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
870,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
871,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
872,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
873,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
874,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
875,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
876,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
877,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
878,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
879,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
880,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
881,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
882,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
883,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
884,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
885,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
886,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
887,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
888,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
889,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
890,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
891,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
892,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
893,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
894,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
895,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
896,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
897,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
898,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
899,DABAFIHH ,"DANSKE BANK A/S, FINLAND BRANCH "
,DNBNFIHH,"BANK DNB NORD AS, Helsinki Branch"
,BSUIFIHH,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK HELSINKI BRANCH 
,EQBAFIHH,EQ BANK LIMITED
,EVSEFIHH,EVLI BANK PLC
,APKEFIHH,FINNISH CENTRAL SECURITIES DEPOSITORY LTD.
,NOINFIHH,NORDIC INVESTMENT BANK
,SAWSFIHH,SANOMAWSOY CORPORATION
,SPFBFIHH,SUOMEN PANKKI - FINLANDS BANK
,,
,The list is updated whenever there are changes,
